a,q,delta e,cd
0.238246429,0.239255029,-0.05,0.069383798
0.23824667,0.239283765,-0.05,0.069383842
0.238246907,0.239312476,-0.05,0.069383885
0.238247139,0.23934116,-0.05,0.069383928
0.238247367,0.239369819,-0.05,0.069383969
0.238247591,0.239398451,-0.05,0.06938401
0.238247811,0.239427059,-0.05,0.06938405
0.238248027,0.23945564,-0.05,0.06938409
0.238248238,0.239484196,-0.05,0.069384128
0.238248444,0.239512726,-0.05,0.069384166
0.238248647,0.239541231,-0.05,0.069384203
0.238248844,0.239569711,-0.05,0.069384239
0.238249038,0.239598165,-0.05,0.069384274
0.238249226,0.239626594,-0.05,0.069384309
0.23824941,0.239654997,-0.05,0.069384342
0.23824959,0.239683375,-0.05,0.069384375
0.238249765,0.239711728,-0.05,0.069384407
0.238249935,0.239740056,-0.05,0.069384438
0.2382501,0.239768359,-0.05,0.069384468
0.23825026,0.239796637,-0.05,0.069384498
0.238250416,0.239824889,-0.05,0.069384526
0.238250567,0.239853117,-0.05,0.069384553
0.238250712,0.23988132,-0.05,0.06938458
0.238250853,0.239909498,-0.05,0.069384606
0.238250989,0.239937651,-0.05,0.069384631
0.23825112,0.23996578,-0.05,0.069384655
0.238251246,0.239993883,-0.05,0.069384677
0.238251366,0.240021963,-0.05,0.0693847
0.238251482,0.240050017,-0.05,0.069384721
0.238251592,0.240078047,-0.05,0.069384741
0.238251697,0.240106053,-0.05,0.06938476
0.238251797,0.240134034,-0.05,0.069384778
0.238251892,0.240161991,-0.05,0.069384795
0.238251981,0.240189923,-0.05,0.069384812
0.238252065,0.240217832,-0.05,0.069384827
0.238252143,0.240245716,-0.05,0.069384841
0.238252216,0.240273576,-0.05,0.069384855
0.238252283,0.240301411,-0.05,0.069384867
0.238252345,0.240329223,-0.05,0.069384878
0.238252402,0.240357011,-0.05,0.069384889
0.238252452,0.240384775,-0.05,0.069384898
0.238252498,0.240412515,-0.05,0.069384906
0.238252537,0.240440231,-0.05,0.069384913
0.238252571,0.240467924,-0.05,0.069384919
0.238252599,0.240495593,-0.05,0.069384925
0.238252621,0.240523238,-0.05,0.069384929
0.238252637,0.24055086,-0.05,0.069384932
0.238252648,0.240578458,-0.05,0.069384933
0.238252652,0.240606033,-0.05,0.069384934
0.238252651,0.240633584,-0.05,0.069384934
0.238252644,0.240661112,-0.05,0.069384933
0.23825263,0.240688617,-0.05,0.06938493
0.238252611,0.240716098,-0.05,0.069384927
0.238252585,0.240743557,-0.05,0.069384922
0.238252554,0.240770992,-0.05,0.069384916
0.238252516,0.240798404,-0.05,0.069384909
0.238252472,0.240825794,-0.05,0.069384901
0.238252422,0.24085316,-0.05,0.069384892
0.238252366,0.240880504,-0.05,0.069384882
0.238252303,0.240907825,-0.05,0.069384871
0.238252234,0.240935123,-0.05,0.069384858
0.238252159,0.240962399,-0.05,0.069384844
0.238252077,0.240989652,-0.05,0.069384829
0.238251988,0.241016882,-0.05,0.069384813
0.238251894,0.24104409,-0.05,0.069384796
0.238251793,0.241071276,-0.05,0.069384777
0.238251685,0.241098439,-0.05,0.069384758
0.23825157,0.24112558,-0.05,0.069384737
0.23825145,0.241152699,-0.05,0.069384715
0.238251322,0.241179796,-0.05,0.069384691
0.238251188,0.241206871,-0.05,0.069384667
0.238251047,0.241233923,-0.05,0.069384641
0.238250899,0.241260954,-0.05,0.069384614
0.238250744,0.241287963,-0.05,0.069384586
0.238250583,0.24131495,-0.05,0.069384556
0.238250415,0.241341916,-0.05,0.069384526
0.23825024,0.24136886,-0.05,0.069384494
0.238250058,0.241395782,-0.05,0.069384461
0.238249869,0.241422683,-0.05,0.069384426
0.238249673,0.241449562,-0.05,0.06938439
0.23824947,0.24147642,-0.05,0.069384353
0.23824926,0.241503257,-0.05,0.069384315
0.238249043,0.241530072,-0.05,0.069384275
0.238248818,0.241556866,-0.05,0.069384234
0.238248587,0.241583639,-0.05,0.069384192
0.238248348,0.241610391,-0.05,0.069384148
0.238248102,0.241637122,-0.05,0.069384104
0.238247849,0.241663833,-0.05,0.069384057
0.238247589,0.241690522,-0.05,0.06938401
0.238247321,0.241717191,-0.05,0.069383961
0.238247046,0.241743839,-0.05,0.069383911
0.238246764,0.241770466,-0.05,0.069383859
0.238246474,0.241797073,-0.05,0.069383806
0.238246177,0.24182366,-0.05,0.069383752
0.238245872,0.241850226,-0.05,0.069383696
0.23824556,0.241876771,-0.05,0.069383639
0.23824524,0.241903297,-0.05,0.069383581
0.238244912,0.241929802,-0.05,0.069383521
0.238244577,0.241956288,-0.05,0.06938346
0.238244234,0.241982753,-0.05,0.069383397
0.238243884,0.242009198,-0.05,0.069383333
0.238243526,0.242035624,-0.05,0.069383268
0.23824316,0.242062029,-0.05,0.069383201
0.238242787,0.242088415,-0.05,0.069383133
0.238242405,0.242114781,-0.05,0.069383063
0.238242016,0.242141128,-0.05,0.069382992
0.238241619,0.242167455,-0.05,0.06938292
0.238241214,0.242193763,-0.05,0.069382846
0.238240801,0.242220052,-0.05,0.06938277
0.23824038,0.242246321,-0.05,0.069382693
0.238239951,0.242272571,-0.05,0.069382615
0.238239514,0.242298802,-0.05,0.069382535
0.238239069,0.242325014,-0.05,0.069382454
0.238238616,0.242351207,-0.05,0.069382371
0.238238155,0.242377381,-0.05,0.069382287
0.238237686,0.242403536,-0.05,0.069382201
0.238237208,0.242429673,-0.05,0.069382114
0.238236723,0.242455791,-0.05,0.069382026
0.238236229,0.24248189,-0.05,0.069381935
0.238235727,0.242507971,-0.05,0.069381844
0.238235216,0.242534034,-0.05,0.06938175
0.238234697,0.242560078,-0.05,0.069381656
0.23823417,0.242586104,-0.05,0.069381559
0.238233635,0.242612112,-0.05,0.069381462
0.238233091,0.242638101,-0.05,0.069381362
0.238232538,0.242664073,-0.05,0.069381262
0.238231978,0.242690027,-0.05,0.069381159
0.238231408,0.242715963,-0.05,0.069381055
0.238230831,0.242741881,-0.05,0.06938095
0.238230244,0.242767781,-0.05,0.069380843
0.238229649,0.242793664,-0.05,0.069380734
0.238229046,0.242819529,-0.05,0.069380624
0.238228433,0.242845377,-0.05,0.069380512
0.238227812,0.242871208,-0.05,0.069380399
0.238227183,0.242897021,-0.05,0.069380284
0.238226544,0.242922817,-0.05,0.069380167
0.238225897,0.242948596,-0.05,0.069380049
0.238225241,0.242974358,-0.05,0.069379929
0.238224577,0.243000103,-0.05,0.069379808
0.238223903,0.243025831,-0.05,0.069379685
0.238223221,0.243051543,-0.05,0.06937956
0.23822253,0.243077237,-0.05,0.069379434
0.238221829,0.243102915,-0.05,0.069379306
0.23822112,0.243128577,-0.05,0.069379177
0.238220402,0.243154222,-0.05,0.069379045
0.238219675,0.243179851,-0.05,0.069378913
0.238218939,0.243205463,-0.05,0.069378778
0.238218194,0.24323106,-0.05,0.069378642
0.238217439,0.24325664,-0.05,0.069378504
0.238216676,0.243282204,-0.05,0.069378365
0.238215903,0.243307752,-0.05,0.069378224
0.238215122,0.243333285,-0.05,0.069378081
0.238214331,0.243358801,-0.05,0.069377937
0.238213531,0.243384302,-0.05,0.069377791
0.238212721,0.243409787,-0.05,0.069377643
0.238211903,0.243435257,-0.05,0.069377493
0.238211075,0.243460712,-0.05,0.069377342
0.238210237,0.243486151,-0.05,0.069377189
0.238209391,0.243511575,-0.05,0.069377035
0.238208535,0.243536984,-0.05,0.069376878
0.238207669,0.243562377,-0.05,0.06937672
0.238206795,0.243587756,-0.05,0.069376561
0.23820591,0.24361312,-0.05,0.069376399
0.238205017,0.243638469,-0.05,0.069376236
0.238204113,0.243663803,-0.05,0.069376071
0.238203201,0.243689123,-0.05,0.069375904
0.238202278,0.243714428,-0.05,0.069375736
0.238201346,0.243739719,-0.05,0.069375566
0.238200405,0.243764995,-0.05,0.069375394
0.238199454,0.243790257,-0.05,0.06937522
0.238198493,0.243815505,-0.05,0.069375045
0.238197522,0.243840739,-0.05,0.069374868
0.238196542,0.243865958,-0.05,0.069374689
0.238195552,0.243891164,-0.05,0.069374508
0.238194553,0.243916356,-0.05,0.069374325
0.238193543,0.243941534,-0.05,0.069374141
0.238192524,0.243966699,-0.05,0.069373955
0.238191495,0.24399185,-0.05,0.069373767
0.238190456,0.244016988,-0.05,0.069373577
0.238189408,0.244042112,-0.05,0.069373386
0.238188349,0.244067223,-0.05,0.069373193
0.23818728,0.244092321,-0.05,0.069372997
0.238186202,0.244117406,-0.05,0.0693728
0.238185113,0.244142477,-0.05,0.069372602
0.238184015,0.244167536,-0.05,0.069372401
0.238182907,0.244192582,-0.05,0.069372199
0.238181788,0.244217615,-0.05,0.069371995
0.23818066,0.244242636,-0.05,0.069371788
0.238179521,0.244267644,-0.05,0.069371581
0.238178372,0.24429264,-0.05,0.069371371
0.238177213,0.244317623,-0.05,0.069371159
0.238176044,0.244342594,-0.05,0.069370946
0.238174865,0.244367553,-0.05,0.06937073
0.238173676,0.244392499,-0.05,0.069370513
0.238172476,0.244417434,-0.05,0.069370294
0.238171267,0.244442357,-0.05,0.069370073
0.238170047,0.244467268,-0.05,0.069369851
0.238168816,0.244492167,-0.05,0.069369626
0.238167576,0.244517055,-0.05,0.069369399
0.238166325,0.244541931,-0.05,0.069369171
0.238165063,0.244566796,-0.05,0.069368941
0.238163792,0.244591649,-0.05,0.069368708
0.23816251,0.244616491,-0.05,0.069368474
0.238161217,0.244641322,-0.05,0.069368238
0.238159914,0.244666142,-0.05,0.069368
0.238158601,0.244690951,-0.05,0.069367761
0.238157277,0.244715749,-0.05,0.069367519
0.238155943,0.244740537,-0.05,0.069367275
0.238154598,0.244765314,-0.05,0.06936703
0.238153243,0.24479008,-0.05,0.069366782
0.238151877,0.244814835,-0.05,0.069366533
0.238150501,0.244839581,-0.05,0.069366281
0.238149114,0.244864316,-0.05,0.069366028
0.238147716,0.24488904,-0.05,0.069365773
0.238146308,0.244913755,-0.05,0.069365516
0.238144889,0.24493846,-0.05,0.069365257
0.238143459,0.244963155,-0.05,0.069364996
0.238142019,0.24498784,-0.05,0.069364733
0.238140568,0.245012515,-0.05,0.069364468
0.238139106,0.24503718,-0.05,0.069364201
0.238137634,0.245061837,-0.05,0.069363932
0.23813615,0.245086483,-0.05,0.069363661
0.238134656,0.245111121,-0.05,0.069363388
0.238133152,0.245135749,-0.05,0.069363113
0.238131636,0.245160368,-0.05,0.069362837
0.238130109,0.245184978,-0.05,0.069362558
0.238128572,0.245209579,-0.05,0.069362277
0.238127024,0.245234171,-0.05,0.069361995
0.238125464,0.245258755,-0.05,0.06936171
0.238123894,0.245283329,-0.05,0.069361423
0.238122313,0.245307896,-0.05,0.069361134
0.238120721,0.245332454,-0.05,0.069360844
0.238119118,0.245357003,-0.05,0.069360551
0.238117504,0.245381544,-0.05,0.069360256
0.238115879,0.245406077,-0.05,0.06935996
0.238114243,0.245430602,-0.05,0.069359661
0.238112596,0.24545512,-0.05,0.06935936
0.238110938,0.245479629,-0.05,0.069359057
0.238109269,0.24550413,-0.05,0.069358753
0.238107589,0.245528624,-0.05,0.069358446
0.238105897,0.24555311,-0.05,0.069358137
0.238104195,0.245577589,-0.05,0.069357826
0.238102481,0.245602061,-0.05,0.069357513
0.238100756,0.245626525,-0.05,0.069357198
0.23809902,0.245650982,-0.05,0.069356881
0.238097273,0.245675432,-0.05,0.069356562
0.238095514,0.245699875,-0.05,0.069356241
0.238093745,0.245724311,-0.05,0.069355918
0.238091964,0.24574874,-0.05,0.069355593
0.238090171,0.245773163,-0.05,0.069355265
0.238088368,0.245797579,-0.05,0.069354936
0.238086553,0.245821989,-0.05,0.069354605
0.238084727,0.245846392,-0.05,0.069354271
0.238082889,0.245870789,-0.05,0.069353936
0.238081041,0.24589518,-0.05,0.069353598
0.23807918,0.245919565,-0.05,0.069353258
0.238077309,0.245943943,-0.05,0.069352917
0.238075426,0.245968316,-0.05,0.069352573
0.238073531,0.245992684,-0.05,0.069352227
0.238071626,0.246017045,-0.05,0.069351879
0.238069708,0.246041401,-0.05,0.069351529
0.23806778,0.246065752,-0.05,0.069351177
0.23806584,0.246090097,-0.05,0.069350822
0.238063888,0.246114437,-0.05,0.069350466
0.238061925,0.246138772,-0.05,0.069350107
0.23805995,0.246163101,-0.05,0.069349747
0.238057964,0.246187426,-0.05,0.069349384
0.238055966,0.246211746,-0.05,0.069349019
0.238053957,0.246236061,-0.05,0.069348653
0.238051936,0.246260372,-0.05,0.069348283
0.238049903,0.246284677,-0.05,0.069347912
0.238047859,0.246308979,-0.05,0.069347539
0.238045804,0.246333276,-0.05,0.069347164
0.238043736,0.246357569,-0.05,0.069346786
0.238041657,0.246381858,-0.05,0.069346407
0.238039567,0.246406143,-0.05,0.069346025
0.238037465,0.246430423,-0.05,0.069345641
0.238035351,0.2464547,-0.05,0.069345255
0.238033225,0.246478974,-0.05,0.069344867
0.238031088,0.246503243,-0.05,0.069344477
0.238028938,0.246527509,-0.05,0.069344084
0.238026778,0.246551772,-0.05,0.06934369
0.238024605,0.246576031,-0.05,0.069343293
0.238022421,0.246600287,-0.05,0.069342894
0.238020225,0.24662454,-0.05,0.069342493
0.238018017,0.24664879,-0.05,0.06934209
0.238015797,0.246673038,-0.05,0.069341685
0.238013565,0.246697282,-0.05,0.069341277
0.238011322,0.246721523,-0.05,0.069340867
0.238009067,0.246745762,-0.05,0.069340456
0.2380068,0.246769999,-0.05,0.069340042
0.238004521,0.246794233,-0.05,0.069339626
0.23800223,0.246818465,-0.05,0.069339207
0.237999928,0.246842694,-0.05,0.069338787
0.237997613,0.246866922,-0.05,0.069338364
0.237995287,0.246891147,-0.05,0.069337939
0.237992948,0.246915371,-0.05,0.069337512
0.237990598,0.246939593,-0.05,0.069337083
0.237988236,0.246963813,-0.05,0.069336652
0.237985861,0.246988031,-0.05,0.069336218
0.237983475,0.247012248,-0.05,0.069335783
0.237981077,0.247036464,-0.05,0.069335345
0.237978667,0.247060679,-0.05,0.069334905
0.237976245,0.247084892,-0.05,0.069334462
0.237973811,0.247109104,-0.05,0.069334018
0.237971365,0.247133315,-0.05,0.069333571
0.237968906,0.247157526,-0.05,0.069333122
0.237966436,0.247181736,-0.05,0.069332671
0.237963954,0.247205945,-0.05,0.069332218
0.23796146,0.247230153,-0.05,0.069331763
0.237958953,0.247254361,-0.05,0.069331305
0.237956435,0.247278569,-0.05,0.069330845
0.237953904,0.247302777,-0.05,0.069330383
0.237951361,0.247326984,-0.05,0.069329919
0.237948807,0.247351191,-0.05,0.069329452
0.23794624,0.247375399,-0.05,0.069328983
0.237943661,0.247399606,-0.05,0.069328512
0.23794107,0.247423814,-0.05,0.069328039
0.237938466,0.247448023,-0.05,0.069327564
0.237935851,0.247472232,-0.05,0.069327086
0.237933223,0.247496441,-0.05,0.069326607
0.237930583,0.247520651,-0.05,0.069326125
0.237927932,0.247544862,-0.05,0.06932564
0.237925267,0.247569074,-0.05,0.069325154
0.237922591,0.247593287,-0.05,0.069324665
0.237919902,0.247617501,-0.05,0.069324174
0.237917202,0.247641716,-0.05,0.069323681
0.237914489,0.247665933,-0.05,0.069323186
0.237911763,0.247690151,-0.05,0.069322688
0.237909026,0.24771437,-0.05,0.069322188
0.237906276,0.247738592,-0.05,0.069321686
0.237903514,0.247762814,-0.05,0.069321182
0.23790074,0.247787039,-0.05,0.069320675
0.237897953,0.247811266,-0.05,0.069320166
0.237895155,0.247835495,-0.05,0.069319655
0.237892343,0.247859726,-0.05,0.069319142
0.23788952,0.247883959,-0.05,0.069318626
0.237886684,0.247908195,-0.05,0.069318109
0.237883836,0.247932433,-0.05,0.069317589
0.237880976,0.247956673,-0.05,0.069317066
0.237878103,0.247980917,-0.05,0.069316542
0.237875218,0.248005163,-0.05,0.069316015
0.237872321,0.248029412,-0.05,0.069315486
0.237869411,0.248053664,-0.05,0.069314955
0.237866489,0.248077919,-0.05,0.069314421
0.237863555,0.248102178,-0.05,0.069313885
0.237860608,0.248126439,-0.05,0.069313347
0.237857649,0.248150704,-0.05,0.069312807
0.237854678,0.248174973,-0.05,0.069312264
0.237851694,0.248199245,-0.05,0.069311719
0.237848698,0.248223521,-0.05,0.069311172
0.237845689,0.248247801,-0.05,0.069310623
0.237842668,0.248272085,-0.05,0.069310071
0.237839634,0.248296373,-0.05,0.069309517
0.237836588,0.248320664,-0.05,0.069308961
0.23783353,0.248344961,-0.05,0.069308403
0.237830459,0.248369261,-0.05,0.069307842
0.237827376,0.248393566,-0.05,0.069307279
0.237824281,0.248417876,-0.05,0.069306714
0.237821173,0.24844219,-0.05,0.069306146
0.237818052,0.248466509,-0.05,0.069305576
0.237814919,0.248490833,-0.05,0.069305004
0.237811774,0.248515162,-0.05,0.06930443
0.237808616,0.248539495,-0.05,0.069303853
0.237805446,0.248563835,-0.05,0.069303274
0.237802263,0.248588179,-0.05,0.069302693
0.237799068,0.248612529,-0.05,0.06930211
0.23779586,0.248636884,-0.05,0.069301524
0.23779264,0.248661245,-0.05,0.069300936
0.237789407,0.248685611,-0.05,0.069300346
0.237786162,0.248709984,-0.05,0.069299753
0.237782904,0.248734362,-0.05,0.069299158
0.237779634,0.248758747,-0.05,0.069298561
0.237776351,0.248783137,-0.05,0.069297962
0.237773056,0.248807534,-0.05,0.06929736
0.237769749,0.248831937,-0.05,0.069296756
0.237766428,0.248856346,-0.05,0.06929615
0.237763096,0.248880762,-0.05,0.069295541
0.23775975,0.248905185,-0.05,0.06929493
0.237756393,0.248929614,-0.05,0.069294317
0.237753022,0.24895405,-0.05,0.069293702
0.237749639,0.248978493,-0.05,0.069293084
0.237746244,0.249002944,-0.05,0.069292464
0.237742836,0.249027401,-0.05,0.069291842
0.237739416,0.249051866,-0.05,0.069291217
0.237735983,0.249076338,-0.05,0.06929059
0.237732537,0.249100817,-0.05,0.069289961
0.237729079,0.249125304,-0.05,0.06928933
0.237725609,0.249149799,-0.05,0.069288696
0.237722125,0.249174301,-0.05,0.06928806
0.23771863,0.249198812,-0.05,0.069287422
0.237715121,0.24922333,-0.05,0.069286781
0.237711601,0.249247857,-0.05,0.069286138
0.237708067,0.249272391,-0.05,0.069285493
0.237704521,0.249296934,-0.05,0.069284846
0.237700963,0.249321486,-0.05,0.069284196
0.237697392,0.249346046,-0.05,0.069283544
0.237693808,0.249370614,-0.05,0.069282889
0.237690212,0.249395191,-0.05,0.069282233
0.237686603,0.249419777,-0.05,0.069281574
0.237682981,0.249444372,-0.05,0.069280912
0.237679347,0.249468976,-0.05,0.069280249
0.237675701,0.249493589,-0.05,0.069279583
0.237672042,0.249518211,-0.05,0.069278915
0.23766837,0.249542843,-0.05,0.069278244
0.237664686,0.249567484,-0.05,0.069277572
0.237660989,0.249592134,-0.05,0.069276897
0.23765728,0.249616795,-0.05,0.069276219
0.237653558,0.249641465,-0.05,0.06927554
0.237649823,0.249666144,-0.05,0.069274858
0.237646076,0.249690834,-0.05,0.069274173
0.237642316,0.249715534,-0.05,0.069273487
0.237638544,0.249740244,-0.05,0.069272798
0.237634759,0.249764964,-0.05,0.069272107
0.237630961,0.249789694,-0.05,0.069271414
0.237627151,0.249814435,-0.05,0.069270718
0.237623329,0.249839186,-0.05,0.06927002
0.237619493,0.249863949,-0.05,0.069269319
0.237615645,0.249888721,-0.05,0.069268617
0.237611785,0.249913505,-0.05,0.069267912
0.237607912,0.2499383,-0.05,0.069267205
0.237604026,0.249963106,-0.05,0.069266495
0.237600128,0.249987923,-0.05,0.069265783
0.237596218,0.250012751,-0.05,0.069265069
0.237592294,0.25003759,-0.05,0.069264353
0.237588358,0.250062441,-0.05,0.069263634
0.23758441,0.250087304,-0.05,0.069262913
0.237580449,0.250112178,-0.05,0.06926219
0.237576475,0.250137064,-0.05,0.069261464
0.237572489,0.250161962,-0.05,0.069260736
0.23756849,0.250186872,-0.05,0.069260006
0.237564479,0.250211794,-0.05,0.069259274
0.237560455,0.250236728,-0.05,0.069258539
0.237556418,0.250261674,-0.05,0.069257802
0.237552369,0.250286633,-0.05,0.069257063
0.237548308,0.250311604,-0.05,0.069256321
0.237544234,0.250336588,-0.05,0.069255577
0.237540147,0.250361585,-0.05,0.069254831
0.237536047,0.250386594,-0.05,0.069254082
0.237531936,0.250411616,-0.05,0.069253331
0.237527811,0.250436651,-0.05,0.069252578
0.237523674,0.2504617,-0.05,0.069251823
0.237519525,0.250486761,-0.05,0.069251065
0.237515363,0.250511836,-0.05,0.069250305
0.237511188,0.250536924,-0.05,0.069249543
0.237507001,0.250562025,-0.05,0.069248778
0.237502801,0.25058714,-0.05,0.069248011
0.237498589,0.250612269,-0.05,0.069247242
0.237494364,0.250637412,-0.05,0.069246471
0.237490127,0.250662568,-0.05,0.069245697
0.237485877,0.250687739,-0.05,0.069244921
0.237481614,0.250712923,-0.05,0.069244143
0.237477339,0.250738122,-0.05,0.069243362
0.237473052,0.250763335,-0.05,0.069242579
0.237468752,0.250788562,-0.05,0.069241794
0.23746444,0.250813804,-0.05,0.069241007
0.237460115,0.25083906,-0.05,0.069240217
0.237455777,0.250864332,-0.05,0.069239425
0.237451427,0.250889617,-0.05,0.069238631
0.237447065,0.250914918,-0.05,0.069237834
0.23744269,0.250940234,-0.05,0.069237035
0.237438302,0.250965564,-0.05,0.069236234
0.237433902,0.25099091,-0.05,0.069235431
0.23742949,0.251016272,-0.05,0.069234625
0.237425065,0.251041648,-0.05,0.069233817
0.237420627,0.25106704,-0.05,0.069233007
0.237416177,0.251092448,-0.05,0.069232194
0.237411715,0.251117871,-0.05,0.069231379
0.23740724,0.25114331,-0.05,0.069230562
0.237402753,0.251168765,-0.05,0.069229743
0.237398253,0.251194235,-0.05,0.069228921
0.237393741,0.251219722,-0.05,0.069228097
0.237389216,0.251245225,-0.05,0.069227271
0.237384679,0.251270744,-0.05,0.069226442
0.237380129,0.25129628,-0.05,0.069225612
0.237375567,0.251321832,-0.05,0.069224779
0.237370993,0.2513474,-0.05,0.069223943
0.237366406,0.251372985,-0.05,0.069223106
0.237361807,0.251398587,-0.05,0.069222266
0.237357195,0.251424206,-0.05,0.069221424
0.237352571,0.251449841,-0.05,0.06922058
0.237347935,0.251475494,-0.05,0.069219733
0.237343286,0.251501164,-0.05,0.069218884
0.237338625,0.25152685,-0.05,0.069218033
0.237333951,0.251552555,-0.05,0.069217179
0.237329265,0.251578276,-0.05,0.069216324
0.237324566,0.251604015,-0.05,0.069215466
0.237319856,0.251629772,-0.05,0.069214606
0.237315133,0.251655546,-0.05,0.069213743
0.237310397,0.251681339,-0.05,0.069212879
0.237305649,0.251707149,-0.05,0.069212012
0.237300889,0.251732977,-0.05,0.069211142
0.237296116,0.251758823,-0.05,0.069210271
0.237291332,0.251784687,-0.05,0.069209397
0.237286534,0.251810569,-0.05,0.069208521
0.237281725,0.25183647,-0.05,0.069207643
0.237276903,0.251862389,-0.05,0.069206763
0.237272069,0.251888327,-0.05,0.06920588
0.237267223,0.251914284,-0.05,0.069204995
0.237262364,0.251940259,-0.05,0.069204108
0.237257493,0.251966253,-0.05,0.069203218
0.237252609,0.251992266,-0.05,0.069202326
0.237247714,0.252018298,-0.05,0.069201433
0.237242806,0.252044349,-0.05,0.069200536
0.237237886,0.252070419,-0.05,0.069199638
0.237232954,0.252096509,-0.05,0.069198737
0.237228009,0.252122618,-0.05,0.069197834
0.237223052,0.252148746,-0.05,0.069196929
0.237218083,0.252174894,-0.05,0.069196022
0.237213102,0.252201062,-0.05,0.069195112
0.237208108,0.252227249,-0.05,0.069194201
0.237203103,0.252253456,-0.05,0.069193287
0.237198085,0.252279684,-0.05,0.06919237
0.237193055,0.252305931,-0.05,0.069191452
0.237188012,0.252332198,-0.05,0.069190531
0.237182958,0.252358486,-0.05,0.069189608
0.237177891,0.252384794,-0.05,0.069188683
0.237172812,0.252411122,-0.05,0.069187756
0.237167721,0.252437471,-0.05,0.069186826
0.237162618,0.25246384,-0.05,0.069185894
0.237157503,0.25249023,-0.05,0.06918496
0.237152376,0.252516641,-0.05,0.069184024
0.237147236,0.252543073,-0.05,0.069183085
0.237142085,0.252569526,-0.05,0.069182145
0.237136921,0.252596,-0.05,0.069181202
0.237131745,0.252622494,-0.05,0.069180257
0.237126557,0.252649011,-0.05,0.069179309
0.237121357,0.252675548,-0.05,0.06917836
0.237116145,0.252702107,-0.05,0.069177408
0.237110921,0.252728687,-0.05,0.069176454
0.237105685,0.252755289,-0.05,0.069175498
0.237100436,0.252781913,-0.05,0.06917454
0.237095176,0.252808558,-0.05,0.069173579
0.237089904,0.252835225,-0.05,0.069172616
0.23708462,0.252861915,-0.05,0.069171652
0.237079323,0.252888626,-0.05,0.069170684
0.237074015,0.252915359,-0.05,0.069169715
0.237068695,0.252942115,-0.05,0.069168744
0.237063362,0.252968893,-0.05,0.06916777
0.237058018,0.252995693,-0.05,0.069166794
0.237052662,0.253022516,-0.05,0.069165816
0.237047294,0.253049361,-0.05,0.069164836
0.237041914,0.25307623,-0.05,0.069163853
0.237036522,0.25310312,-0.05,0.069162869
0.237031118,0.253130034,-0.05,0.069161882
0.237025702,0.253156971,-0.05,0.069160893
0.237020274,0.25318393,-0.05,0.069159902
0.237014834,0.253210913,-0.05,0.069158909
0.237009383,0.253237919,-0.05,0.069157913
0.237003919,0.253264948,-0.05,0.069156916
0.236998444,0.253292001,-0.05,0.069155916
0.236992957,0.253319077,-0.05,0.069154914
0.236987458,0.253346176,-0.05,0.06915391
0.236981947,0.253373299,-0.05,0.069152903
0.236976424,0.253400446,-0.05,0.069151895
0.23697089,0.253427617,-0.05,0.069150884
0.236965343,0.253454812,-0.05,0.069149872
0.236959785,0.25348203,-0.05,0.069148857
0.236954215,0.253509273,-0.05,0.06914784
0.236948634,0.25353654,-0.05,0.069146821
0.23694304,0.253563831,-0.05,0.069145799
0.236937435,0.253591146,-0.05,0.069144776
0.236931818,0.253618486,-0.05,0.06914375
0.23692619,0.25364585,-0.05,0.069142722
0.236920549,0.253673239,-0.05,0.069141692
0.236914897,0.253700652,-0.05,0.06914066
0.236909234,0.253728091,-0.05,0.069139626
0.236903558,0.253755554,-0.05,0.06913859
0.236897871,0.253783042,-0.05,0.069137551
0.236892172,0.253810555,-0.05,0.069136511
0.236886462,0.253838093,-0.05,0.069135468
0.23688074,0.253865656,-0.05,0.069134423
0.236875006,0.253893245,-0.05,0.069133376
0.236869261,0.253920859,-0.05,0.069132327
0.236863504,0.253948498,-0.05,0.069131276
0.236857735,0.253976163,-0.05,0.069130222
0.236851955,0.254003853,-0.05,0.069129167
0.236846163,0.254031569,-0.05,0.069128109
0.23684036,0.254059311,-0.05,0.06912705
0.236834545,0.254087079,-0.05,0.069125988
0.236828719,0.254114872,-0.05,0.069124924
0.236822881,0.254142692,-0.05,0.069123858
0.236817032,0.254170538,-0.05,0.06912279
0.236811171,0.25419841,-0.05,0.06912172
0.236805299,0.254226308,-0.05,0.069120648
0.236799415,0.254254232,-0.05,0.069119573
0.236793519,0.254282183,-0.05,0.069118497
0.236787613,0.25431016,-0.05,0.069117418
0.236781694,0.254338164,-0.05,0.069116337
0.236775765,0.254366195,-0.05,0.069115255
0.236769824,0.254394252,-0.05,0.06911417
0.236763871,0.254422336,-0.05,0.069113083
0.236757907,0.254450448,-0.05,0.069111994
0.236751932,0.254478586,-0.05,0.069110903
0.236745946,0.254506751,-0.05,0.06910981
0.236739948,0.254534943,-0.05,0.069108714
0.236733938,0.254563163,-0.05,0.069107617
0.236727918,0.254591409,-0.05,0.069106518
0.236721886,0.254619684,-0.05,0.069105416
0.236715842,0.254647985,-0.05,0.069104313
0.236709788,0.254676314,-0.05,0.069103207
0.236703722,0.254704671,-0.05,0.0691021
0.236697645,0.254733056,-0.05,0.06910099
0.236691557,0.254761468,-0.05,0.069099878
0.236685457,0.254789908,-0.05,0.069098764
0.236679346,0.254818376,-0.05,0.069097649
0.236673224,0.254846873,-0.05,0.069096531
0.236667091,0.254875397,-0.05,0.069095411
